timestamp_utc,date,Facility ID,Facility Name,State,County,Staffed Beds,ICU Beds,Occupied MedSurg,Occupied ICU,ER Wait Mins,Diverted Transfers,Incoming Transfer Requests,Flu RSV COVID Admissions,Case Mix Index,CMS Overall Rating,Data Source
2026-07-14T15:52:33.214045+00:00,2026-07-14,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,47,6,49,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-14T15:52:33.214045+00:00,2026-07-14,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,53,7,50,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-14T15:52:33.214045+00:00,2026-07-14,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,30,4,49,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-14T15:52:33.214045+00:00,2026-07-14,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,75,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-15T15:52:33.214045+00:00,2026-07-15,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,25,14,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-15T15:52:33.214045+00:00,2026-07-15,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,49,6,52,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-15T15:52:33.214045+00:00,2026-07-15,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,53,7,50,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-15T15:52:33.214045+00:00,2026-07-15,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,32,4,53,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-15T15:52:33.214045+00:00,2026-07-15,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,76,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-16T15:52:33.214045+00:00,2026-07-16,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,25,14,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-16T15:52:33.214045+00:00,2026-07-16,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,47,6,50,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-16T15:52:33.214045+00:00,2026-07-16,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,52,7,50,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-16T15:52:33.214045+00:00,2026-07-16,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,30,4,49,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-16T15:52:33.214045+00:00,2026-07-16,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,71,9,50,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-17T15:52:33.214045+00:00,2026-07-17,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,25,14,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-17T15:52:33.214045+00:00,2026-07-17,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,47,6,50,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-17T15:52:33.214045+00:00,2026-07-17,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,54,7,51,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-17T15:52:33.214045+00:00,2026-07-17,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,32,4,52,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-17T15:52:33.214045+00:00,2026-07-17,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,74,9,52,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-18T15:52:33.214045+00:00,2026-07-18,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,673,109,130,6,25,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-18T15:52:33.214045+00:00,2026-07-18,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,48,6,51,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-18T15:52:33.214045+00:00,2026-07-18,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,52,7,50,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-18T15:52:33.214045+00:00,2026-07-18,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,33,5,54,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-18T15:52:33.214045+00:00,2026-07-18,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,72,9,50,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-19T15:52:33.214045+00:00,2026-07-19,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,25,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-19T15:52:33.214045+00:00,2026-07-19,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,47,6,50,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-19T15:52:33.214045+00:00,2026-07-19,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,57,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-19T15:52:33.214045+00:00,2026-07-19,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,32,4,52,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-19T15:52:33.214045+00:00,2026-07-19,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,74,9,52,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-20T15:52:33.214045+00:00,2026-07-20,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-20T15:52:33.214045+00:00,2026-07-20,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,51,6,54,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-20T15:52:33.214045+00:00,2026-07-20,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-20T15:52:33.214045+00:00,2026-07-20,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,31,4,51,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-20T15:52:33.214045+00:00,2026-07-20,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,76,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-21T15:52:33.214045+00:00,2026-07-21,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-21T15:52:33.214045+00:00,2026-07-21,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,47,6,50,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-21T15:52:33.214045+00:00,2026-07-21,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,55,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-21T15:52:33.214045+00:00,2026-07-21,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,34,5,55,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-21T15:52:33.214045+00:00,2026-07-21,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,78,10,55,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-22T15:52:33.214045+00:00,2026-07-22,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-22T15:52:33.214045+00:00,2026-07-22,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,51,6,54,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-22T15:52:33.214045+00:00,2026-07-22,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-22T15:52:33.214045+00:00,2026-07-22,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,33,4,53,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-22T15:52:33.214045+00:00,2026-07-22,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,76,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-23T15:52:33.214045+00:00,2026-07-23,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-23T15:52:33.214045+00:00,2026-07-23,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,51,6,54,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-23T15:52:33.214045+00:00,2026-07-23,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,57,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-23T15:52:33.214045+00:00,2026-07-23,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,34,5,55,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-23T15:52:33.214045+00:00,2026-07-23,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,74,9,51,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-24T15:52:33.214045+00:00,2026-07-24,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-24T15:52:33.214045+00:00,2026-07-24,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,51,6,54,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-24T15:52:33.214045+00:00,2026-07-24,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,54,7,51,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-24T15:52:33.214045+00:00,2026-07-24,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,32,4,52,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-24T15:52:33.214045+00:00,2026-07-24,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,76,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-25T15:52:33.214045+00:00,2026-07-25,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-25T15:52:33.214045+00:00,2026-07-25,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,48,6,51,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-25T15:52:33.214045+00:00,2026-07-25,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,55,8,52,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-25T15:52:33.214045+00:00,2026-07-25,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,35,5,56,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-25T15:52:33.214045+00:00,2026-07-25,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,81,10,56,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-26T15:52:33.214045+00:00,2026-07-26,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,26,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-26T15:52:33.214045+00:00,2026-07-26,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,53,7,57,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-26T15:52:33.214045+00:00,2026-07-26,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-26T15:52:33.214045+00:00,2026-07-26,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,33,5,54,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-26T15:52:33.214045+00:00,2026-07-26,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,76,9,53,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-27T15:52:33.214045+00:00,2026-07-27,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-27T15:52:33.214045+00:00,2026-07-27,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,49,6,53,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-27T15:52:33.214045+00:00,2026-07-27,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,57,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-27T15:52:33.214045+00:00,2026-07-27,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,33,4,53,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-27T15:52:33.214045+00:00,2026-07-27,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,78,10,54,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-28T15:52:33.214045+00:00,2026-07-28,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-28T15:52:33.214045+00:00,2026-07-28,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,52,6,55,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-28T15:52:33.214045+00:00,2026-07-28,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,54,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-28T15:52:33.214045+00:00,2026-07-28,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,33,5,54,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-28T15:52:33.214045+00:00,2026-07-28,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,82,10,57,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-29T15:52:33.214045+00:00,2026-07-29,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,15,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-29T15:52:33.214045+00:00,2026-07-29,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,52,6,55,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-29T15:52:33.214045+00:00,2026-07-29,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,61,8,58,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-29T15:52:33.214045+00:00,2026-07-29,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,35,5,58,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-29T15:52:33.214045+00:00,2026-07-29,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,77,10,54,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-30T15:52:33.214045+00:00,2026-07-30,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,16,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-30T15:52:33.214045+00:00,2026-07-30,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,53,6,56,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-30T15:52:33.214045+00:00,2026-07-30,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,57,8,53,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-30T15:52:33.214045+00:00,2026-07-30,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,32,4,53,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-30T15:52:33.214045+00:00,2026-07-30,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,82,10,57,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-07-31T15:52:33.214045+00:00,2026-07-31,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,16,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-07-31T15:52:33.214045+00:00,2026-07-31,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,52,6,55,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-07-31T15:52:33.214045+00:00,2026-07-31,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,56,8,53,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-07-31T15:52:33.214045+00:00,2026-07-31,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,34,5,55,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
2026-07-31T15:52:33.214045+00:00,2026-07-31,420015,Prisma Health Baptist Easley Hospital,SC,Pickens,109,12,78,10,54,0,4,3,1.38,4,DATA_CMS_GOV_CCN_KEYED
2026-08-01T15:52:33.214045+00:00,2026-08-01,420078,Prisma Health Greenville Memorial Hospital,SC,Greenville,814,112,694,109,134,6,27,16,2.18,4,DATA_CMS_GOV_CCN_KEYED
2026-08-01T15:52:33.214045+00:00,2026-08-01,420102,Prisma Health Patewood Hospital,SC,Greenville,72,8,53,7,56,0,4,3,1.25,5,DATA_CMS_GOV_CCN_KEYED
2026-08-01T15:52:33.214045+00:00,2026-08-01,420033,Prisma Health Greer Memorial Hospital,SC,Greenville,82,10,58,8,55,0,4,3,1.42,5,DATA_CMS_GOV_CCN_KEYED
2026-08-01T15:52:33.214045+00:00,2026-08-01,420037,Prisma Health Hillcrest Hospital,SC,Greenville,48,6,34,5,55,0,4,3,1.31,4,DATA_CMS_GOV_CCN_KEYED
